test_family,test_role,role_note,contrast,protocol,condition,ablation,run_id,context_label,reference_ablation,candidate_ablation,metric,group_a,group_b,n_seed_pairs,mean_delta,effect_size,effect_size_type,ci95_low,ci95_high,p_raw,p_fdr_bh,direction
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,stage3_steps,R1_T2,,,protocol=stage3_steps | condition=R1_T2 | reference_ablation=full | candidate_ablation=novg,full,novg,pause_ticks_mean,full,novg,150,-3.4748,-31.95593627977533,cohen_dz,-3.4916,-3.4569333333333336,4.999750012499375e-05,8.196311495900614e-05,negative
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,nox,shock_nox_one_shot_nox_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=nox | run_id=shock_nox_one_shot_no…,,,raw_idphi,nonvte,vte,50,4.126728763235796,17.82812216897272,cohen_dz,4.066403066278084,4.190204019600756,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,novp,treat_novp_one_shot_novp_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=novp | run_id=treat_novp_one_shot_n…,,,reorientation_count,nonvte,vte,50,2.499236241630775,17.815623360034152,cohen_dz,2.460685939986174,2.538321546784398,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,nox,shock_nox_one_shot_nox_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=nox | run_id=shock_nox_one_shot_no…,,,reorientation_count,nonvte,vte,50,2.499236241630775,17.815623360034152,cohen_dz,2.460131578054583,2.5385658320580613,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,novp,treat_novp_one_shot_novp_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=novp | run_id=treat_novp_one_shot_n…,,,raw_idphi,nonvte,vte,50,4.108914256136711,17.758182822609935,cohen_dz,4.0470197536403365,4.175098516213395,4.999750012499375e-05,8.196311495900614e-05,positive
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,stage3_steps,R1_T2,,,protocol=stage3_steps | condition=R1_T2 | reference_ablation=full | candidate_ablation=novg,full,novg,raw_idphi_mean,full,novg,150,-3.049858148104971,-16.924362895126674,cohen_dz,-3.077925660470917,-3.021479094467543,4.999750012499375e-05,8.196311495900614e-05,negative
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,full,treat_full_one_shot_full_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=full | run_id=treat_full_one_shot_f…,,,z_idphi,nonvte,vte,50,1.8832202894101653,16.35290233348325,cohen_dz,1.851805262953336,1.9158411640031452,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,nox,treat_nox_one_shot_nox_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=nox | run_id=treat_nox_one_shot_no…,,,z_idphi,nonvte,vte,50,1.8832202894101653,16.35290233348325,cohen_dz,1.85271765260812,1.9149524194809533,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,full,balanced_full_balanced_conflict_full_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=full | run_id=balanced_full_balance…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.4458669520748595,2.532779689037493,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,novp,balanced_novp_balanced_conflict_novp_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=novp | run_id=balanced_novp_balance…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.44717719243028,2.5335206660569463,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,nox,balanced_nox_balanced_conflict_nox_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=nox | run_id=balanced_nox_balanced…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.444043519919758,2.533916921600284,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,one_shot_off,balanced_one_shot_off_balanced_conflict_one_shot_off_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=one_shot_off | run_id=balanced_one_shot_off…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.444756280226174,2.532352695448026,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,one_shot_off,shock_one_shot_off_one_shot_one_shot_off_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=one_shot_off | run_id=shock_one_shot_off_on…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.445818035841701,2.532437669917152,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,one_shot_off,treat_one_shot_off_one_shot_one_shot_off_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=one_shot_off | run_id=treat_one_shot_off_on…,,,reorientation_count,nonvte,vte,50,2.489862510028706,15.490345762936965,cohen_dz,2.4447184516704743,2.531765657543931,4.999750012499375e-05,8.196311495900614e-05,positive
vte_binary_within_seed,wrapper_sanity_check,Expected VTE-label separation on metrics used by or adjacent to the VTE measurement definition; not independent model validation.,vte_minus_nonvte,stage3_steps,R1_T2,full,balanced_full_balanced_conflict_full_all_steps,protocol=stage3_steps | condition=R1_T2 | ablation=full | run_id=balanced_full_balance…,,,raw_idphi,nonvte,vte,50,4.1000555253415785,15.45307959718464,cohen_dz,4.030085792031453,4.171784004603233,4.999750012499375e-05,8.196311495900614e-05,positive
